Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Mason Schratter,M,SBD,Raw,25.0,24-34,24-39,Open,87.6,90,175.0,182.5,-185.0,,182.5,115.0,122.5,127.5,,127.5,227.5,232.5,237.5,,237.5,547.5,1,358.96,354.49,340.16,73.77,,USA,CA,USPA,IPL,2022-07-30,USA,CA,Napa,Napa Power Crush Summer of Strength
Riley Blanchard,M,SBD,Raw,16.0,16-17,14-18,Teen 16-17,89.5,90,-160.0,-160.0,172.5,,172.5,85.0,-97.5,-105.0,,85.0,172.5,185.0,190.0,195.0,190.0,447.5,1,290.17,286.5,274.65,59.66,Yes,USA,NY,RAW,,2018-03-17,USA,NY,Endicott,The Luck of the Irish
Ryan Rivas,M,SBD,Raw,21.5,20-23,19-23,MR-Jr,90.3,93,192.5,205.0,215.0,,215.0,125.0,132.5,142.5,,142.5,-235.0,247.5,-260.0,,247.5,605.0,1,390.54,385.58,369.48,80.3,Yes,USA,CO,USAPL,IPF,2018-09-16,USA,CO,,Colorado Fall Open III License to Lift
Denis Ruiz,M,SBD,Raw,34.0,24-34,24-39,Open,88.8,90,,,,,155.0,,,,,142.5,,,,,170.0,467.5,4,304.36,300.52,288.19,62.56,,USA,CA,USPA,IPL,2017-06-03,USA,CA,Vista,Smash Weight Open
Bryan Siu,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,64.8,66,130.0,145.0,150.0,,150.0,80.0,95.0,100.0,,100.0,140.0,157.5,160.0,,160.0,410.0,2,325.69,326.88,317.91,64.54,Yes,USA,MA,USAPL,IPF,2017-03-25,USA,NY,,Squats & Science Powerlifting Championship
Konstantin Morozov #1,M,SBD,Raw,26.0,24-34,24-39,Amateur Open,98.8,100,210.0,220.0,-230.0,,220.0,170.0,175.0,-180.0,,175.0,300.0,,,,300.0,695.0,1,430.05,425.05,406.06,88.3,Yes,Russia,,WPC-RUS,WPC,2011-05-26,Russia,MOW,Khotkovo,Moscow Regional Cup
Dan Filipek,M,SBD,Raw,24.0,24-34,24-39,Open,95.0,100,242.5,257.5,-265.0,,257.5,145.0,152.5,160.0,,160.0,265.0,280.0,295.0,,295.0,712.5,1,448.78,443.2,423.86,92.25,,USA,MO,USPA,IPL,2022-06-18,USA,IL,Anna,Velocity Strength Series 1
Matteo Rollo,M,SBD,Raw,25.5,24-34,24-39,Open,72.18,74,130.0,140.0,-145.0,,140.0,97.5,100.0,-105.0,,100.0,-140.0,150.0,165.0,,165.0,405.0,53,297.93,296.61,287.06,60.23,Yes,,,FIPL,IPF,2019-06-13,Italy,,San Zenone al Lambro,2° Trials Classic Senior di Powerlifting
Ryan Fernando,M,SBD,Raw,27.5,24-34,24-39,MR-O,76.8,82.5,175.0,190.0,200.0,,200.0,-135.0,145.0,152.5,,152.5,207.5,222.5,232.5,,232.5,585.0,4,413.47,410.14,395.89,84.25,Yes,USA,TX,USAPL,,2022-04-23,USA,TX,,Texas State Championships
Raul Loza,M,SBD,Raw,17.5,18-19,14-18,MR-T2,130.1,125+,192.5,205.0,235.0,,235.0,100.0,122.5,132.5,,132.5,185.0,200.0,-225.0,,200.0,567.5,2,317.69,320.93,306.56,63.74,Yes,USA,TX,USAPL,IPF,2012-08-03,USA,TX,Killeen,Raw Nationals
Guillaume Gaignet,M,SBD,Raw,19.0,18-19,19-23,Juniors,68.9,74,100.0,110.0,120.0,,120.0,80.0,85.0,90.0,,90.0,135.0,145.0,155.0,,155.0,365.0,5,277.23,276.89,268.53,55.62,Yes,France,,FFForce,IPF,2019-10-19,France,,Castelnaudary,Premier Pas FA PL DC BP Occitanie
Yiğit Çetin,M,SBD,Raw,17.0,16-17,14-18,MR-SJ,65.4,66,155.0,165.0,-170.0,,165.0,95.0,-102.5,-102.5,,95.0,175.0,-180.0,-185.0,,175.0,435.0,3,343.16,344.15,334.56,68.14,Yes,Turkey,,TPSSF,IPF,2022-02-14,Turkey,,Istanbul,7. Türkiye Powerlifting Şampiyonası
Aaron Utermahlen,M,SBD,Raw,38.5,35-39,24-39,MR-O,103.2,105,205.0,215.0,227.5,,227.5,142.5,155.0,160.0,,160.0,215.0,240.0,250.0,,250.0,637.5,3,387.2,383.31,366.01,79.35,Yes,USA,PA,USAPL,IPF,2016-03-19,USA,PA,,Pennsylvania States Championships
Hatem Cheaitli,M,SBD,Raw,20.0,20-23,19-23,Juniors,82.7,83,125.0,,,,125.0,-145.0,145.0,-147.5,,145.0,165.0,200.0,,,200.0,470.0,1,317.94,314.4,302.48,65.18,Yes,Belgium,,VGPF,IPF,2019-05-18,Belgium,,Merchtem,Interclub 3
Thomas Hemmings,M,SBD,Raw,25.0,24-34,24-39,Open,97.16,105,165.0,175.0,182.5,,182.5,92.5,100.0,105.0,,105.0,185.0,202.5,212.5,,212.5,500.0,3,311.7,307.95,294.31,64.04,Yes,,,NZPF,IPF,2017-04-22,New Zealand,WGN,Wellington,CDPA Powerlifting Championships
Drew Raskin,M,SBD,Raw,21.5,20-23,19-23,MR-C,72.7,75,-145.0,150.0,157.5,,157.5,120.0,127.5,-135.0,,127.5,-162.5,170.0,-182.5,,170.0,455.0,7,333.11,331.48,320.72,67.42,Yes,USA,MD,USAPL,,2023-01-07,USA,VA,,Virginia Commonwealth Cup
Mike McKeehan,M,SBD,Raw,31.5,24-34,24-39,MR-O,102.8,105,250.0,262.5,272.5,,272.5,157.5,162.5,-170.0,,162.5,257.5,267.5,-280.0,,267.5,702.5,2,427.36,423.01,403.91,87.6,Yes,USA,NY,USAPL,IPF,2016-01-23,USA,NY,,Northeast Iron Beast Winter Classic III
Colin Kelley,M,SBD,Raw,26.0,24-34,24-39,M_OR_AAPF,74.6,75,130.0,150.0,162.5,,162.5,-97.5,110.0,-120.0,,110.0,175.0,185.0,192.5,,192.5,465.0,3,334.75,332.58,321.43,67.98,Yes,,,APF,WPC,2023-03-18,USA,IL,Lombard,Illinois State Raw Championships
Ronald Young,M,SBD,Raw,28.0,24-34,24-39,Open,74.0,75,155.0,160.0,170.0,,170.0,100.0,110.0,-120.0,,110.0,175.0,185.0,197.5,,197.5,477.5,3,345.54,343.47,332.07,70.1,,USA,HI,USPA,IPL,2022-11-19,USA,HI,Kapolei,Alaka'i Real Steel Lift Off 6
Ryan Fenasse,M,SBD,Raw,25.0,24-34,24-39,M-OR,89.8,90,-180.0,180.0,190.0,,190.0,130.0,140.0,147.5,,147.5,200.0,210.0,220.0,,220.0,557.5,2,360.88,356.31,341.52,74.2,,,,AusPL,IPL,2018-06-03,Australia,NSW,Sydney,Sydney Competition
Theo Kanbe,M,SBD,Raw,31.0,24-34,24-39,Open,80.0,82.5,157.5,162.5,170.0,,170.0,102.5,107.5,-112.5,,107.5,187.5,195.0,-200.0,,195.0,472.5,1,325.81,322.58,310.81,66.64,Yes,USA,WY,USPA,IPL,2021-10-02,USA,WY,Laramie,Drug Tested Cowboy Open
Rylan Davis,M,SBD,Raw,24.5,24-34,24-39,MR-O,92.78,93,-155.0,155.0,165.0,,165.0,-120.0,120.0,-140.0,,120.0,165.0,180.0,187.5,,187.5,472.5,6,300.97,297.15,284.43,61.88,Yes,USA,CO,USAPL,IPF,2017-02-11,USA,CO,,Colorado State Championships
Miguel Velez,M,SBD,Raw,27.0,24-34,24-39,M_OR_APF,98.9,100,215.0,237.5,255.0,,255.0,145.0,155.0,165.0,,165.0,245.0,-275.0,-275.0,,245.0,665.0,2,411.3,406.53,388.36,84.45,,USA,,APF,WPC,2021-02-20,USA,FL,,FE Brawl
Dillon Morgan,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,95.44,100,,,,,182.5,,,,,127.5,,,,,192.5,502.5,1,315.83,311.92,298.26,64.92,,,,USPA,IPL,2010-10-23,USA,CA,San Luis Obispo,Central California Powerlifting Championships
John Audrie Lao,M,SBD,Raw,18.5,18-19,19-23,Juniors,92.49,93,200.0,210.0,215.0,,215.0,125.0,-130.0,130.0,,130.0,225.0,-240.0,240.0,,240.0,585.0,1,373.2,368.46,352.73,76.74,Yes,Canada,BC,CPU,IPF,2023-07-29,Canada,BC,Coquitlam,BCPA Summer Open
William Doctor,M,SBD,Raw,21.0,20-23,19-23,Juniors,99.8,105,145.0,157.5,167.5,,167.5,97.5,105.0,-110.0,,105.0,212.5,227.5,237.5,,237.5,510.0,3,314.19,310.63,296.7,64.49,Yes,,,NZPF,IPF,2021-06-11,New Zealand,AKL,Auckland,North Island Championships
Maksim Chendrov,M,SBD,Raw,26.5,24-34,24-39,Amateur Open,104.3,110,-230.0,230.0,-240.0,,230.0,165.0,170.0,175.0,,175.0,240.0,250.0,-260.0,,250.0,655.0,4,396.1,392.33,374.62,81.12,Yes,Russia,,WPC-RUS,WPC,2014-02-20,Russia,MOW,Moscow,Megapolis Championships
Garrett Christie,M,SBD,Raw,23.0,20-23,,Open,95.48,100,,,,,152.5,,,,,100.0,,,,,225.0,477.5,6,300.06,296.35,283.37,61.67,Yes,USA,PA,RAW,,2022-04-23,USA,PA,Erie,Great Lakes Championships
Semen Pugachev,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,63.3,66,,,,,105.0,,,,,77.5,,,,,110.0,292.5,7,236.56,237.89,231.64,46.62,Yes,Russia,,FPR,IPF,2012-11-02,Russia,STA,Pyatigorsk,Stavropol Sports Schools Classic Powerlifting Championships
Mario Ivan Guerrero,M,SBD,Raw,31.0,24-34,24-39,Open,103.9,110,137.5,140.0,150.0,,150.0,92.5,97.5,102.5,,102.5,185.0,197.5,212.5,,212.5,465.0,3,281.64,278.91,266.31,57.69,Yes,USA,CA,WRPF,WRPF,2023-06-24,USA,CA,San Diego,STS Tested Monsters
Tyler Boden,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,74.07,75,,,,,162.5,,,,,117.5,,,,,217.5,497.5,3,359.8,357.62,345.73,73.0,,USA,CA,USPA,IPL,2014-03-29,USA,CA,Anaheim,California State Powerlifting Championships
Jose Garcia #2,M,SBD,Raw,22.0,20-23,19-23,Juniors 20-23,121.1,125,230.0,245.0,-262.5,,245.0,145.0,155.0,-157.5,,155.0,235.0,250.0,262.5,,262.5,662.5,1,379.33,380.09,364.23,76.71,,USA,TX,USPA,IPL,2023-05-13,USA,TX,Splendora,The Scarlet Showdown
Connor Zurlo,M,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,92.2,100,,,,,190.0,,,,,137.5,,,,,227.5,555.0,2,354.6,350.09,335.19,72.91,,USA,CA,USPA,IPL,2018-05-19,USA,CA,Lancaster,Lock It Out Barbell Battlegrounds
Ismael Moreno,M,SBD,Raw,21.0,20-23,19-23,MR-Jr,97.2,105,170.0,180.0,190.0,,190.0,100.0,105.0,110.0,,110.0,175.0,187.5,200.0,,200.0,500.0,4,311.65,307.89,294.25,64.03,Yes,USA,TX,USAPL,IPF,2021-07-31,USA,TX,,Absolute Recomp Rookie Meet
Ahmed Taher Abakar,M,SBD,Raw,19.0,18-19,19-23,Juniors,90.5,93,175.0,185.0,-195.0,,185.0,105.0,112.5,-117.5,,112.5,235.0,250.0,-265.0,,250.0,547.5,7,353.03,348.54,333.96,72.59,Yes,,,SSSC,IPF,2023-05-26,Saudi Arabia,,Riyadh,The Kingdom Classic Powerlifting Championships
Justin Spurr,M,SBD,Raw,18.0,18-19,19-23,M_TCR_3_ACP,66.4,67.5,110.0,115.0,-125.0,,115.0,85.0,92.5,-97.5,,92.5,180.0,200.0,210.0,,210.0,417.5,1,325.67,326.2,316.88,64.87,Yes,Canada,NS,WPCCP,WPC,2022-10-29,Canada,NS,Enfield,Fall Classic
Spencer Youngblood,M,SBD,Raw,26.0,24-34,24-39,Open,80.6,82.5,,,,,157.5,,,,,112.5,,,,,192.5,462.5,1,317.52,314.27,302.71,64.98,,USA,IN,USPA,IPL,2018-06-23,USA,IN,Plainfield,Unbreakable Warrior II
Nickolas Mallory,M,SBD,Raw,19.5,20-23,19-23,MR-O,91.4,93,197.5,205.0,212.5,,212.5,-150.0,160.0,-165.0,,160.0,222.5,232.5,-235.0,,232.5,605.0,4,388.2,383.26,367.07,79.82,Yes,USA,MI,USAPL,IPF,2017-04-29,USA,MI,,Spring Natural and Fit BarBellum
Patil Varad,M,SBD,Raw,30.0,24-34,24-39,Amateur Open,73.3,75,180.0,,,,180.0,120.0,130.0,,,130.0,200.0,,,,200.0,510.0,1,371.36,369.35,357.23,75.24,Yes,India,,WPC,WPC,2018-07-14,Russia,CHE,Chelyabinsk,Asian Championships
Akhil Tummala,M,SBD,Raw,22.0,20-23,19-23,M_OR_APF,82.15,82.5,125.0,132.5,-142.5,,132.5,90.0,92.5,100.0,,100.0,172.5,195.0,200.0,,200.0,432.5,1,293.68,290.48,279.55,60.18,,,,APF,WPC,2022-12-10,USA,IL,Lombard,Illinois Raw Power Challenge
Dylan Kurowsky,M,SBD,Raw,31.0,24-34,24-39,Open,81.3,82.5,200.0,215.0,-227.5,,215.0,140.0,147.5,155.0,,155.0,205.0,222.5,232.5,,232.5,602.5,2,411.56,407.22,392.09,84.28,Yes,USA,NJ,USPA,IPL,2022-10-08,USA,PA,King of Prussia,Drug Tested Monster Meet at PWRBLD
Aleksey Vlasevskiy,M,SBD,Raw,22.0,20-23,19-23,Juniors 20-23,82.8,90,160.0,167.5,172.5,,172.5,110.0,115.0,120.0,,120.0,165.0,172.5,180.0,,180.0,472.5,1,319.41,315.85,303.86,65.49,Yes,Russia,,RPU,,2022-04-22,Russia,IRK,Irkutsk,The Power of Siberia
Sławomir Nowak,M,SBD,Raw,23.0,20-23,19-23,Seniorzy,92.3,93,240.0,-255.0,255.0,,255.0,165.0,-175.0,-175.0,,165.0,235.0,250.0,260.0,,260.0,680.0,2,434.23,428.72,410.45,89.29,Yes,Poland,,PZKFiTS,IPF,2021-06-04,Poland,,Katowice,Akademickie Mistrzostwa Polski w Trójboju Siłowym Klasycznym
James Darragh,M,SBD,Raw,30.5,24-34,24-39,Open,156.1,120+,200.0,-212.5,212.5,,212.5,100.0,-110.0,112.5,,112.5,200.0,215.0,222.5,,222.5,547.5,2,291.32,301.22,283.5,57.25,Yes,,,PA,IPF,2015-03-22,Australia,QLD,Brisbane,Iron Fest III
Vitaliy Kuritsin,M,SBD,Raw,29.5,24-34,24-39,Open,99.1,105,,,,,180.0,,,,,120.0,,,,,190.0,490.0,10,302.79,299.3,285.91,62.17,Yes,Russia,,FPR,IPF,2021-04-09,Russia,MUR,Murmansk,Murmansk Oblast Powerlifting Championships
Jaime Turcios,M,SBD,Raw,30.5,24-34,24-39,MR-O,118.7,120,-300.0,-320.0,320.0,,320.0,200.0,212.5,-217.5,,212.5,265.0,-285.0,-290.0,,265.0,797.5,1,459.69,459.68,440.43,93.15,Yes,USA,NY,USAPL,,2021-12-04,USA,NY,,Long Island Winter Showdown IV
Matthew Villalobos,M,SBD,Raw,26.0,24-34,24-39,Open,117.1,125,,,,,237.5,,,,,120.0,,,,,272.5,630.0,1,364.82,364.35,348.97,74.03,,USA,CA,USPA,IPL,2017-08-19,USA,CA,Lancaster,Rumble in the Jungle
Sinan Turunc,M,SBD,Raw,16.5,16-17,14-18,Open,94.0,105,165.0,-170.0,172.5,,172.5,92.5,97.5,-102.5,,97.5,190.0,197.5,200.0,,200.0,470.0,4,297.52,293.77,281.06,61.17,Yes,,,PA,IPF,2014-08-22,Australia,VIC,Melbourne,Melbourne Open
Vasiliy Kasyanenko,M,SBD,Raw,22.5,20-23,19-23,Open,117.0,120,,,,,225.0,,,,,187.5,,,,,250.0,662.5,3,383.75,383.23,367.05,77.87,Yes,,,FPR,IPF,2020-03-27,Russia,TUL,Tula,Tula Oblast Classic Powerlifting Championships
Sami Ayoub,M,SBD,Raw,25.5,24-34,24-39,MR-O,88.8,90,-142.5,142.5,152.5,,152.5,85.0,90.0,-95.0,,90.0,145.0,160.0,-170.0,,160.0,402.5,4,262.04,258.74,248.12,53.87,Yes,USA,NJ,USAPL,,2022-11-13,USA,NJ,,New Jersey Iron Gobbler Championship
Jhonson Solano,M,SBD,Raw,27.5,24-34,24-39,MR-O,82.45,83,240.0,257.5,265.0,,265.0,165.0,172.5,175.0,,175.0,262.5,-275.0,275.0,,275.0,715.0,1,484.5,479.16,461.06,99.31,Yes,USA,NJ,USAPL,IPF,2021-08-07,USA,FL,,Boynton Barbell Center Invitational
JT Torres,M,SBD,Raw,31.0,24-34,24-39,Open,100.3,110,110.0,120.0,145.0,,145.0,-97.5,102.5,107.5,,107.5,145.0,162.5,177.5,,177.5,430.0,2,264.33,261.38,249.64,54.24,Yes,USA,CA,USPA,IPL,2022-04-10,USA,CA,Palmdale,Drug Tested Time to Eat
Antonio Stayton,M,SBD,Raw,25.5,24-34,24-39,MR-O,98.5,105,177.5,197.5,210.0,,210.0,147.5,-157.5,177.5,,177.5,202.5,227.5,-250.0,,227.5,615.0,3,381.05,376.59,359.79,78.25,Yes,USA,OK,USAPL,IPF,2018-03-31,USA,TX,,Easter Open
Andrew Ha,M,SBD,Raw,20.0,20-23,19-23,MR-Jr,72.4,74,185.0,192.5,-200.0,,192.5,117.5,125.0,127.5,,127.5,237.5,250.0,-257.5,,250.0,570.0,1,418.46,416.52,403.06,84.64,Yes,USA,CA,USAPL,IPF,2017-12-08,USA,CA,Anaheim,American Open
Corbin Bethurem,M,SBD,Raw,23.0,20-23,,Juniors 20-23,80.8,82.5,190.0,197.5,-202.5,,197.5,150.0,-155.0,-155.0,,150.0,245.0,250.0,252.5,,252.5,600.0,1,411.32,407.08,392.06,84.19,Yes,USA,WA,USPA,IPL,2020-10-24,USA,WA,Kirkland,Drug Tested Pacific Northwest Fall Classic
Nathan Petit,M,SBD,Raw,32.0,24-34,24-39,M_OR_CPF,118.3,125,,,,,180.0,,,,,140.0,,,,,237.5,557.5,8,321.71,321.61,308.12,65.21,,,,CPF,WPC,2016-07-16,Canada,ON,Mississaugua,Forge Powerlifting Classic
Luca Laurenzano,M,SBD,Raw,28.5,24-34,24-39,Senior,73.21,74,195.0,205.0,-210.0,,205.0,150.0,155.0,160.0,,160.0,245.0,-260.0,260.0,,260.0,625.0,4,455.47,453.03,438.19,92.27,Yes,Italy,,FIPL,IPF,2022-03-25,Italy,,S.Zenone al Lambro,5° Gara Nazionale classic maschile senior
Brett Boucher,M,SBD,Raw,27.0,24-34,24-39,Open,86.85,93,170.0,180.0,-190.0,,180.0,105.0,-112.5,-120.0,,105.0,210.0,220.0,227.5,,227.5,512.5,2,337.53,333.38,320.02,69.35,Yes,,,APU,IPF,2018-12-15,Australia,QLD,,Southeast Queensland Summer Classic
Juhn Baek,M,SBD,Raw,23.5,24-34,24-39,MR-Jr,65.6,66,-142.5,142.5,150.0,,150.0,77.5,82.5,87.5,,87.5,167.5,182.5,192.5,,192.5,430.0,2,338.44,339.33,329.83,67.25,Yes,USA,TX,USAPL,IPF,2017-07-15,USA,TX,Houston,Summer Power Fest
Svyatoslav Nikonov,M,SBD,Raw,20.5,20-23,19-23,Open,73.3,74,,,,,160.0,,,,,125.0,,,,,190.0,475.0,5,345.87,344.0,332.71,70.08,Yes,,,FPR,IPF,2015-05-17,Russia,IRK,Shelkhov,Irkutsk Oblast Powerlifting Cup
Dylan Firestone,M,SBD,Raw,22.0,20-23,19-23,J20-23,83.1,90,145.0,157.5,170.0,,170.0,90.0,100.0,105.0,,105.0,197.5,215.0,230.0,,230.0,505.0,1,340.69,336.85,324.01,69.86,Yes,USA,MD,WRPF,WRPF,2023-02-25,USA,MD,,Second Annual Chiseled Life Challenge
Matthew Ruiz,M,SBD,Raw,16.5,16-17,14-18,MR-T2,65.1,67.5,135.0,142.5,152.5,,152.5,75.0,82.5,-87.5,,82.5,147.5,-162.5,162.5,,162.5,397.5,3,314.66,315.69,306.96,62.42,Yes,USA,NJ,USAPL,,2023-04-22,USA,NJ,,New Jersey State Championship
Rey Coronado,M,SBD,Raw,23.0,20-23,,Juniors 20-23,79.3,82.5,172.5,187.5,200.0,,200.0,102.5,107.5,-115.0,,107.5,195.0,215.0,-227.5,,215.0,522.5,3,362.17,358.71,345.76,74.02,Yes,USA,VA,USPA,IPL,2022-12-10,USA,VA,Richmond,Drug Tested Chaos Lab Experiment
Evan Bride,M,SBD,Raw,22.5,20-23,19-23,Juniors,64.2,66,147.5,155.0,160.0,,160.0,107.5,115.0,120.0,,120.0,187.5,197.5,205.0,,205.0,485.0,2,388.0,389.72,379.2,76.72,Yes,,,FFForce,IPF,2023-05-27,France,,Haguenau,Challenge de Printemps FA/PL
Filip Stublić,M,SBD,Raw,19.0,18-19,19-23,Juniors,74.1,83,120.0,-130.0,-130.0,,120.0,110.0,-120.0,-120.0,,110.0,150.0,170.0,-185.0,,170.0,400.0,4,289.21,287.45,277.89,58.68,,,,HPO,,2016-12-03,Croatia,,Zagreb,Prvenstvo Hrvatske
Larenzo King,M,SBD,Raw,17.0,16-17,14-18,RT 16-17,125.0,125,,,,,158.76,,,,,136.08,,,,,190.51,485.34,1,275.07,276.57,264.67,55.43,Yes,USA,NC,AAU,,1999-08-06,USA,OH,Cleveland,Junior Olympics
Helaman Puletama,M,SBD,Raw,35.0,35-39,24-39,Open,150.3,120+,247.5,257.5,265.0,,265.0,-160.0,-165.0,165.0,,165.0,275.0,-300.0,-300.0,,275.0,705.0,G,378.92,389.96,368.66,74.77,Yes,New Zealand,,NZPF,IPF,2022-11-19,New Zealand,CAN,Christchurch,Canterbury Raw Cup
Ethan Valdes,M,SBD,Raw,30.5,24-34,24-39,MR-O,97.35,100,202.5,215.0,220.0,,220.0,147.5,155.0,160.0,,160.0,245.0,260.0,-262.5,,260.0,640.0,5,398.63,393.84,376.38,81.89,Yes,USA,TX,USAPL,,2023-07-01,USA,TX,,Southern Regionals
Eric Garcia,M,SBD,Raw,24.0,24-34,24-39,MR-O,111.7,125,,,,,135.0,,,,,135.0,,,,,195.0,465.0,4,273.84,272.4,260.47,55.8,Yes,USA,,USAPL,IPF,2010-07-10,USA,CA,San Diego,California State Games
Tanner Joseph Horton,M,SBD,Raw,17.0,16-17,14-18,J16-17,80.25,82.5,160.0,185.0,200.0,,200.0,85.0,97.5,105.0,,105.0,160.0,187.5,202.5,,202.5,507.5,1,349.3,345.79,333.13,71.46,Yes,USA,NC,WRPF,WRPF,2023-08-19,USA,NC,,Jack Kings Powerlifting
Evan Hertel,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,59.9,60,97.5,107.5,125.0,,125.0,62.5,67.5,-72.5,,67.5,132.5,135.0,142.5,,142.5,335.0,1,283.14,286.15,279.45,54.99,Yes,USA,SD,USPA,IPL,2022-10-02,USA,ND,Fargo,Drug Tested North Dakota Open
Liam Spielmann,M,SBD,Raw,19.5,20-23,19-23,MR-O,80.7,83,140.0,-150.0,-150.0,,140.0,82.5,87.5,90.0,,90.0,195.0,205.0,-207.5,,205.0,435.0,7,298.42,295.36,284.48,61.08,Yes,USA,NY,USAPL,IPF,2018-11-03,USA,NY,,Ivy League Invitational Championships
Andrew Gross,M,SBD,Raw,29.5,24-34,24-39,MR-O,135.5,140,212.5,222.5,235.0,,235.0,182.5,190.0,200.0,,200.0,240.0,257.5,275.0,,275.0,710.0,1,392.73,398.76,379.86,78.42,Yes,USA,MI,USAPL,,2023-02-11,USA,MI,,Full Send
Lauri Lehtinen,M,SBD,Raw,35.5,35-39,24-39,Open,112.4,120,200.0,215.0,225.0,,225.0,130.0,145.0,-150.0,,145.0,250.0,275.0,-280.0,,275.0,645.0,1,378.97,377.16,360.72,77.19,Yes,,,SVNL,IPF,2023-06-17,Finland,,Helsinki,Kesäkisat klassinen voimanosto
Michael Pena,M,SBD,Raw,34.0,24-34,24-39,Open,106.3,110,192.5,210.0,-227.5,,210.0,145.0,152.5,-160.0,,152.5,135.0,,,,135.0,497.5,2,298.57,296.02,282.71,61.07,,,,WRPF,WRPF,2022-12-10,USA,TX,,Primal Open
Andrew Leblark,M,SBD,Raw,33.0,24-34,24-39,Open,120.88,125,215.46,226.8,238.14,,238.14,115.67,124.74,-136.08,,124.74,219.99,-233.6,233.6,,233.6,596.47,1,341.73,342.35,328.06,69.12,,USA,CT,SPF,,2020-09-05,USA,NY,Bohemia,Spring Mania
Hector Betanzo,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,70.3,74,142.5,150.0,157.5,,157.5,102.5,107.5,-112.5,,107.5,180.0,190.0,200.0,,200.0,465.0,3,348.26,347.33,336.54,70.12,Yes,USA,TX,USAPL,IPF,2019-04-06,USA,TX,,Iron Triathlon
Patrick Young,M,SBD,Raw,39.0,35-39,,Open,73.8,75,167.5,-182.5,-182.5,,167.5,110.0,-120.0,-120.0,,110.0,200.0,215.0,227.5,,227.5,505.0,4,366.09,363.95,351.91,74.24,,USA,KY,USPA,IPL,2021-12-05,USA,KY,Louisville,Kentucky State Championship
Jayden Roopan,M,SBD,Raw,16.5,16-17,14-18,MR-T2,77.0,82.5,155.0,167.5,-175.0,,167.5,105.0,110.0,-112.5,,110.0,225.0,240.0,252.5,,252.5,530.0,1,373.99,370.93,358.0,76.23,Yes,USA,NY,USAPL,,2022-11-20,USA,NY,,Sincere Training Systems Classic
Nicholas Hamilton,M,SBD,Raw,33.5,24-34,24-39,MR-O,123.9,120+,180.0,205.0,227.5,,227.5,125.0,140.0,152.5,,152.5,195.0,220.0,-245.0,,220.0,600.0,1,341.01,342.53,328.0,68.79,Yes,USA,VA,USAPL,IPF,2019-06-08,USA,VA,,4th Annual Battle at the Beach
Corbella Edo Jordi,M,SBD,Raw,20.5,20-23,19-23,Open,89.1,93,232.5,242.5,252.5,,252.5,147.5,155.0,160.0,,160.0,257.5,277.5,,,277.5,690.0,1,448.43,442.77,424.54,92.19,Yes,,,AEP,IPF,2023-03-11,Spain,,La Pobla de Montornès,VII Campeonato de la Federación Catalana de Físico-Culturismo
Alberto Reina Sanchez,M,SBD,Raw,20.5,20-23,19-23,Open,76.31,83,155.0,162.5,-165.0,,162.5,100.0,107.5,115.0,,115.0,205.0,225.0,-240.0,,225.0,502.5,34,356.58,353.83,341.63,72.61,Yes,,,AEP,IPF,2023-06-30,Spain,,Malaga,I Copa Andaluza Project Energy
Mick T Nguyen,M,SBD,Raw,27.0,24-34,24-39,Open,75.0,75,175.0,182.5,-190.0,,182.5,95.0,100.0,-110.0,,100.0,225.0,-232.5,-232.5,,225.0,507.5,4,364.09,361.62,349.42,73.99,Yes,USA,VA,WRPF,WRPF,2023-07-08,USA,VA,Richmond,Drug Tested Give Me Liberty or Give Me Chaos
Gonzalo Gabriel Repetto,M,SBD,Raw,26.0,24-34,24-39,Open,88.8,90,190.0,-200.0,200.0,,200.0,135.0,140.0,-145.0,,140.0,225.0,235.0,250.0,,250.0,590.0,2,384.11,379.27,363.71,78.96,,Argentina,,ARPL,IPL,2021-11-11,Argentina,CB,Carlos Paz Córdoba,Nacional
Winstan Saw,M,SBD,Raw,28.0,24-34,24-39,Open,103.35,105,200.0,205.0,207.5,,207.5,-140.0,142.5,-145.0,,142.5,245.0,255.0,260.0,,260.0,610.0,1,370.27,366.58,350.03,75.87,Yes,,,NZPF,IPF,2023-03-04,New Zealand,AKL,Auckland,Get Strength Classic
